x,y,height_m,height_then_m,growth_m,cai_m_yr,stand_x,stand_y,in_target,leave_tree,harvest
364909.5,6686497.5,5.75,4.360000133514404,1.3899998664855957,0.11583332220713298,364900,6686400,False,False,False
364150.5,6686496.5,32.29999923706055,26.93000030517578,5.369998931884766,0.44749991099039715,364100,6686400,False,False,False
364474.5,6686496.5,24.6200008392334,22.610000610351562,2.010000228881836,0.16750001907348633,364400,6686400,False,False,False
364484.5,6686496.5,24.709999084472656,19.969999313354492,4.739999771118164,0.39499998092651367,364400,6686400,False,False,False
364676.5,6686496.5,26.290000915527344,21.690000534057617,4.600000381469727,0.38333336512247723,364600,6686400,True,False,True
364687.5,6686496.5,21.559999465942383,19.93000030517578,1.6299991607666016,0.1358332633972168,364600,6686400,True,False,True
364702.5,6686496.5,11.470000267028809,8.680000305175781,2.7899999618530273,0.2324999968210856,364700,6686400,False,False,False
364368.5,6686495.5,7.900000095367432,3.9600000381469727,3.940000057220459,0.3283333381017049,364300,6686400,False,False,False
364620.5,6686495.5,29.790000915527344,27.93000030517578,1.8600006103515625,0.15500005086263022,364600,6686400,True,False,True
364557.5,6686494.5,30.190000534057617,27.530000686645508,2.6599998474121094,0.22166665395100912,364500,6686400,True,True,False
364049.5,6686493.5,25.229999542236328,19.790000915527344,5.439998626708984,0.45333321889241535,364000,6686400,False,False,False
364068.5,6686493.5,30.110000610351562,28.40999984741211,1.7000007629394531,0.14166673024495444,364000,6686400,False,False,False
364419.5,6686493.5,25.6299991607666,23.25,2.3799991607666016,0.1983332633972168,364400,6686400,False,False,False
364607.5,6686493.5,28.989999771118164,27.979999542236328,1.010000228881836,0.084166685740153,364600,6686400,True,False,True
364636.5,6686493.5,27.209999084472656,22.850000381469727,4.35999870300293,0.36333322525024414,364600,6686400,True,False,True
364441.5,6686492.5,23.3700008392334,22.670000076293945,0.7000007629394531,0.058333396911621094,364400,6686400,False,False,False
364522.5,6686492.5,24.360000610351562,23.170000076293945,1.1900005340576172,0.0991667111714681,364500,6686400,True,False,True
364998.5,6686492.5,20.850000381469727,18.850000381469727,2.0,0.16666666666666666,364900,6686400,False,False,False
364246.5,6686491.5,27.75,25.1200008392334,2.6299991607666016,0.21916659673055014,364200,6686400,False,False,False
364278.5,6686491.5,21.8799991607666,13.569999694824219,8.309999465942383,0.6924999554951986,364200,6686400,False,False,False
364330.5,6686491.5,22.809999465942383,16.90999984741211,5.899999618530273,0.49166663487752277,364300,6686400,False,False,False
364473.5,6686491.5,24.540000915527344,19.18000030517578,5.3600006103515625,0.4466667175292969,364400,6686400,False,False,False
364645.5,6686491.5,28.510000228881836,25.579999923706055,2.9300003051757812,0.24416669209798178,364600,6686400,True,False,True
364312.5,6686490.5,26.520000457763672,17.75,8.770000457763672,0.730833371480306,364300,6686400,False,False,False
364398.5,6686490.5,12.850000381469727,9.140000343322754,3.7100000381469727,0.30916666984558105,364300,6686400,False,False,False
364432.5,6686490.5,25.3799991607666,23.530000686645508,1.8499984741210938,0.15416653951009116,364400,6686400,False,False,False
364944.5,6686490.5,21.829999923706055,18.440000534057617,3.3899993896484375,0.2824999491373698,364900,6686400,False,False,False
364971.5,6686490.5,27.219999313354492,27.459999084472656,-0.23999977111816406,-0.019999980926513672,364900,6686400,False,False,False
364267.5,6686489.5,22.6200008392334,17.6200008392334,5.0,0.4166666666666667,364200,6686400,False,False,False
364339.5,6686489.5,21.690000534057617,14.289999961853027,7.40000057220459,0.6166667143503824,364300,6686400,False,False,False
364510.5,6686489.5,25.260000228881836,21.780000686645508,3.479999542236328,0.28999996185302734,364500,6686400,True,False,True
364569.5,6686489.5,29.5,26.469999313354492,3.030000686645508,0.252500057220459,364500,6686400,True,True,False
364682.5,6686489.5,21.770000457763672,19.790000915527344,1.9799995422363281,0.16499996185302734,364600,6686400,True,False,True
364717.5,6686489.5,23.110000610351562,0.0,23.110000610351562,1.9258333841959636,364700,6686400,False,False,False
364353.5,6686488.5,16.139999389648438,10.899999618530273,5.239999771118164,0.43666664759318036,364300,6686400,False,False,False
364452.5,6686488.5,21.399999618530273,19.84000015258789,1.5599994659423828,0.12999995549519858,364400,6686400,False,False,False
364496.5,6686488.5,24.209999084472656,21.209999084472656,3.0,0.25,364400,6686400,False,False,False
364658.5,6686488.5,26.739999771118164,25.8799991607666,0.8600006103515625,0.07166671752929688,364600,6686400,True,False,True
364489.5,6686487.5,23.8700008392334,19.440000534057617,4.430000305175781,0.36916669209798175,364400,6686400,False,False,False
364586.5,6686487.5,28.190000534057617,25.149999618530273,3.0400009155273438,0.2533334096272786,364500,6686400,True,False,True
364707.5,6686487.5,19.75,19.6299991607666,0.12000083923339844,0.010000069936116537,364700,6686400,False,False,False
364999.5,6686487.5,21.34000015258789,20.450000762939453,0.8899993896484375,0.07416661580403645,364900,6686400,False,False,False
364053.5,6686486.5,20.530000686645508,18.3700008392334,2.1599998474121094,0.17999998728434244,364000,6686400,False,False,False
364414.5,6686486.5,26.149999618530273,21.989999771118164,4.159999847412109,0.3466666539510091,364400,6686400,False,False,False
364553.5,6686486.5,28.110000610351562,25.950000762939453,2.1599998474121094,0.17999998728434244,364500,6686400,True,False,True
364135.5,6686485.5,24.15999984741211,23.469999313354492,0.6900005340576172,0.05750004450480143,364100,6686400,False,False,False
364161.5,6686485.5,31.329999923706055,27.399999618530273,3.9300003051757812,0.3275000254313151,364100,6686400,False,False,False
364175.5,6686485.5,33.529998779296875,29.989999771118164,3.539999008178711,0.2949999173482259,364100,6686400,False,False,False
364199.5,6686485.5,22.8799991607666,24.43000030517578,-1.5500011444091797,-0.1291667620340983,364100,6686400,False,False,False
364426.5,6686485.5,25.969999313354492,22.389999389648438,3.5799999237060547,0.2983333269755046,364400,6686400,False,False,False
364520.5,6686485.5,26.440000534057617,25.110000610351562,1.3299999237060547,0.11083332697550456,364500,6686400,True,False,True
364612.5,6686485.5,29.649999618530273,28.719999313354492,0.9300003051757812,0.07750002543131511,364600,6686400,True,False,True
364637.5,6686485.5,26.420000076293945,24.959999084472656,1.460000991821289,0.12166674931844075,364600,6686400,True,False,True
364972.5,6686485.5,27.360000610351562,25.719999313354492,1.6400012969970703,0.13666677474975586,364900,6686400,False,False,False
